// <0000> 魔物使いの女性たちが、シートの上に何人も寝かせられていた。
<0000> 魔物使いの女性たちが、シートの上に何人も寝かせられていた。
<1763> 瑚太朗

// <1764> 「はい？」
<1764> 「はい？」

// <1765> 津久野
<1765> 津久野

// <1766> 「聖女会に所属していた脱会者で、当然、心の病歴があるわけですが、自身あるいは他者を傷つけるおそれありとのことで措置入院」
<1766> 「聖女会に所属していた脱会者で、当然、心の病歴があるわけですが、自身あるいは他者を傷つけるおそれありとのことで措置入院」

// <1767> 津久野
<1767> 津久野

// <1768> 「ただし待っているのは治療ではなく尋問、という物」
<1768> 「ただし待っているのは治療ではなく尋問、という物」

// <1769> 瑚太朗
<1769> 瑚太朗

// <1770> 「はぁぁぁぁっ！？」
<1770> 「はぁぁぁぁっ！？」

// <1771> 朱音
<1771> 朱音

// <1772> 「何人くらい連れていかれたの？」
<1772> 「何人くらい連れていかれたの？」

// <1773> 津久野
<1773> 津久野

// <1774> 「今の段階で８人です。もっと増えるでしょう」
<1774> 「今の段階で８人です。もっと増えるでしょう」

// <1775> 朱音
<1775> 朱音

// <1776> 「…でしょうね」
<1776> 「…でしょうね」

// <1777> 津久野
<1777> 津久野

// <1778> 「彼女らをいくら調べたところで、証拠など出てくるはずもありません」
<1778> 「彼女らをいくら調べたところで、証拠など出てくるはずもありません」

// <1779> 瑚太朗
<1779> 瑚太朗

// <1780> 「…動き出した」
<1780> 「…動き出した」

// <1781> 朱音
<1781> 朱音

// <1782> 「畳みにかかってきたわね」
<1782> 「畳みにかかってきたわね」

// <1783> 瑚太朗
<1783> 瑚太朗

// <1784> 「手は打てないんですか？」
<1784> 「手は打てないんですか？」

// <1785> 朱音
<1785> 朱音

// <1786> 「魔物の群れで桜田門に特攻でもしてみる？」
<1786> 「魔物の群れで桜田門に特攻でもしてみる？」

// <1787> 瑚太朗
<1787> 瑚太朗

// <1788> 「朱音さぁぁぁん…」
<1788> 「朱音さぁぁぁん…」

// <1789> なぜ、こうも落ち着いているんだ。
<1789> なぜ、こうも落ち着いているんだ。

// <1790> 破滅に向かっているかも知れないのに…
<1790> 破滅に向かっているかも知れないのに…

// <1791> 
<1791> 

// <1792> 朱音
<1792> 朱音

// <1793> 「もう少し頭に響く感じにできて？」
<1793> 「もう少し頭に響く感じにできて？」

// <1794> 朱音
<1794> 朱音

// <1795> 「音の広がりが均一になることが理想だわ。技巧はいらないけれど、声量だけは気をつけて」
<1795> 「音の広がりが均一になることが理想だわ。技巧はいらないけれど、声量だけは気をつけて」

// <1796> 朱音
<1796> 朱音

// <1797> 「パートリーダーの指示には注意なさい。共感を心がけて。何度も教えたはずよ」
<1797> 「パートリーダーの指示には注意なさい。共感を心がけて。何度も教えたはずよ」

// <1798> 聖歌隊への指導に朱音は余念がない。
<1798> 聖歌隊への指導に朱音は余念がない。

// <1799> 瑚太朗
<1799> 瑚太朗

// <1800> （こんな時だってのに…意味あんのか）
<1800> （こんな時だってのに…意味あんのか）

// <1801> 朱音
<1801> 朱音

// <1802> 「不満そうね、瑚太朗は」
<1802> 「不満そうね、瑚太朗は」

// <1803> 瑚太朗
<1803> 瑚太朗

// <1804> 「…まったくないと言えば嘘だけど」
<1804> 「…まったくないと言えば嘘だけど」

// <1805> 朱音
<1805> 朱音

// <1806> 「食堂のカレーがレトルトになったこと、申し訳なく思うわ」
<1806> 「食堂のカレーがレトルトになったこと、申し訳なく思うわ」

// <1807> 瑚太朗
<1807> 瑚太朗

// <1808> 「そんなんどうでもいいんす」
<1808> 「そんなんどうでもいいんす」

// <1809> 瑚太朗
<1809> 瑚太朗

// <1810> 「俺が不満なのは、こんなことしてていいのかなってことで」
<1810> 「俺が不満なのは、こんなことしてていいのかなってことで」

// <1811> 朱音
<1811> 朱音

// <1812> 「こんなこと？」
<1812> 「こんなこと？」

// <1813> 瑚太朗
<1813> 瑚太朗

// <1814> 「おうたのリスン」
<1814> 「おうたのリスン」

// <1815> 朱音
<1815> 朱音

// <1816> 「ああ…でもこれは収穫祭での大事な出し物なのよ」
<1816> 「ああ…でもこれは収穫祭での大事な出し物なのよ」

// <1817> 瑚太朗
<1817> 瑚太朗

// <1818> 「…」
<1818> 「…」

// <1819> そんなことがあるはずがない。
<1819> そんなことがあるはずがない。

// <1820> 今の俺たちが、収穫祭に参加できるとは思えない。
<1820> 今の俺たちが、収穫祭に参加できるとは思えない。

// <1821> だけど稽古の熱心さ、駆り出されている人数は、道楽のレベルではない。
<1821> だけど稽古の熱心さ、駆り出されている人数は、道楽のレベルではない。

// <1822> 聖女会
<1822> 聖女会

// <1823> 「お疲れさま。天王寺君、休憩に入って」
<1823> 「お疲れさま。天王寺君、休憩に入って」

// <1824> 警備の交代要員が来る。
<1824> 警備の交代要員が来る。

// <1825> 瑚太朗
<1825> 瑚太朗

// <1826> 「………」
<1826> 「………」

// <1827> 朱音
<1827> 朱音

// <1828> 「…そうだ瑚太朗、あとで力仕事を…」
<1828> 「…そうだ瑚太朗、あとで力仕事を…」

// <1829> 挨拶なしにその場を離れた。
<1829> 挨拶なしにその場を離れた。

// <1830> 時計を確認すると、まだ二時間と経っていない。
<1830> 時計を確認すると、まだ二時間と経っていない。

// <1831> 眠れない日々が続いていた。
<1831> 眠れない日々が続いていた。

// <1832> 朱音
<1832> 朱音

// <1833> 「…」
<1833> 「…」

// <1834> 隣では朱音が、こんな時ばかりは少女らしい、慎ましい寝息を立てていた。
<1834> 隣では朱音が、こんな時ばかりは少女らしい、慎ましい寝息を立てていた。

// <1835> 熟睡している。
<1835> 熟睡している。

// <1836> ここ最近、朱音は心穏やかになったように思えた。
<1836> ここ最近、朱音は心穏やかになったように思えた。

// <1837> 楽観の理由などないはずなのに。
<1837> 楽観の理由などないはずなのに。

// <1838> 俺とは正反対。
<1838> 俺とは正反対。

// <1839> ベッドを出て、衣服を身につける。
<1839> ベッドを出て、衣服を身につける。

// <1840> 部屋を出た。
<1840> 部屋を出た。

// <1841> あてもなく廊下を歩く。
<1841> あてもなく廊下を歩く。

// <1842> 冷たい空気で頭が冷えた。
<1842> 冷たい空気で頭が冷えた。

// <1843> 瑚太朗
<1843> 瑚太朗

// <1844> 「…」
<1844> 「…」

// <1845> 首の根が凝っている。
<1845> 首の根が凝っている。

// <1846> 寝不足のせいだ。
<1846> 寝不足のせいだ。

// <1847> 疲労はしかし、そればかりが原因でもない。
<1847> 疲労はしかし、そればかりが原因でもない。

// <1848> 男性会員
<1848> 男性会員

// <1849> 「お疲れ」
<1849> 「お疲れ」

// <1850> 瑚太朗
<1850> 瑚太朗

// <1851> 「どうも」
<1851> 「どうも」

// <1852> 警備部の同僚とすれ違う。
<1852> 警備部の同僚とすれ違う。

// <1853> 警備スタッフが深夜なのに建物内を見回っているのは、
<1853> 警備スタッフが深夜なのに建物内を見回っているのは、

// <1854> 必要に駆られてのことでもない。
<1854> 必要に駆られてのことでもない。

// <1855> そうでもしていなければ、やっていられないのだ。
<1855> そうでもしていなければ、やっていられないのだ。

// <1856> 皆不安がっている。
<1856> 皆不安がっている。

// <1857> 組織を抜けられる者はいいが、そうではない者も大勢いる。
<1857> 組織を抜けられる者はいいが、そうではない者も大勢いる。

// <1858> 生活の基盤すべてをマーテルに依存していた人間も多かったのだ。
<1858> 生活の基盤すべてをマーテルに依存していた人間も多かったのだ。

// <1859> 無意味な警備…
<1859> 無意味な警備…

// <1860> 決定的な終局を迎えるまで、ただ待つだけの日々。
<1860> 決定的な終局を迎えるまで、ただ待つだけの日々。

// <1861> 終わりのための待機。
<1861> 終わりのための待機。

// <1862> それが俺たちが受けている緊張と不安の正体。
<1862> それが俺たちが受けている緊張と不安の正体。

// <1863> 瑚太朗
<1863> 瑚太朗

// <1864> （各自、覚悟はしておけってことなのか？）
<1864> （各自、覚悟はしておけってことなのか？）

// <1865> …謎い。
<1865> …謎い。

// <1866> まっとうに考えるなら…
<1866> まっとうに考えるなら…

// <1867> 気がつかないうちに、上に上にと来てしまった。
