// <0000> 
<0000> 

// <0001> 静流が倒れて病院に担ぎ込まれたと、ルチアから連絡があった。
<0001> 静流が倒れて病院に担ぎ込まれたと、ルチアから連絡があった。
// <2083> 西九条
<2083> 西九条

// <2084> 「向こうは毒の専門家よ。防毒装備が充分なはず。ガスは通じないわ」
<2084> 「向こうは毒の専門家よ。防毒装備が充分なはず。ガスは通じないわ」

// <2085> 西九条
<2085> 西九条

// <2086> 「防弾防毒の重装備で、正面から銃撃戦に持ち込む他ないわ。出入り口は一つ？」
<2086> 「防弾防毒の重装備で、正面から銃撃戦に持ち込む他ないわ。出入り口は一つ？」

// <2087> エージェント
<2087> エージェント

// <2088> 「二カ所。ただし、容易に双方は制圧可能です」
<2088> 「二カ所。ただし、容易に双方は制圧可能です」

// <2089> 静流
<2089> 静流

// <2090> 「……袋のネズミにして、気長に兵糧攻め…？」
<2090> 「……袋のネズミにして、気長に兵糧攻め…？」

// <2091> 西九条
<2091> 西九条

// <2092> 「ルチアちゃんという人質がいる。長期戦にはしたくないわね」
<2092> 「ルチアちゃんという人質がいる。長期戦にはしたくないわね」

// <2093> 西九条
<2093> 西九条

// <2094> 「直ちに襲撃する！！　銃器の使用を許可するわ！」
<2094> 「直ちに襲撃する！！　銃器の使用を許可するわ！」

// <2095> エージェント
<2095> エージェント

// <2096> 「了解！」
<2096> 「了解！」

// <2097> 静流
<2097> 静流

// <2098> 「…………私も行きたい」
<2098> 「…………私も行きたい」

// <2099> 西九条
<2099> 西九条

// <2100> 「バカ言ってないで寝てなさい」
<2100> 「バカ言ってないで寝てなさい」

// <2101> 静流
<2101> 静流

// <2102> 「ルチアをお願い。……きっと、…すごく傷付いてる」
<2102> 「ルチアをお願い。……きっと、…すごく傷付いてる」

// <2103> 西九条
<2103> 西九条

// <2104> 「わかってるわ。私は、ガーディアンの暗部があの子に強いた苦しみを、絶対に忘れない」
<2104> 「わかってるわ。私は、ガーディアンの暗部があの子に強いた苦しみを、絶対に忘れない」

// <2105> 西九条
<2105> 西九条

// <2106> 「あの子を絶対に見捨てたりなんかしないッ」
<2106> 「あの子を絶対に見捨てたりなんかしないッ」

// <2107> ブレンダ
<2107> ブレンダ

// <2108> 「みんな聞いて。風祭のガーディアンがここを嗅ぎ付けたわ」
<2108> 「みんな聞いて。風祭のガーディアンがここを嗅ぎ付けたわ」

// <2109> ブレンダの声が、薄暗いシェルター内の広大な空間に残響する。
<2109> ブレンダの声が、薄暗いシェルター内の広大な空間に残響する。

// <2110> 今の電話は彼女にそれを伝えるものらしかった。
<2110> 今の電話は彼女にそれを伝えるものらしかった。

// <2111> そこには、２０人前後の男たちがいた。
<2111> そこには、２０人前後の男たちがいた。

// <2112> 研究者らしく白衣を着た、青白く痩せた男や、体格がよく、拳銃の手入れに余念のない傭兵風の男など、様々な風体の男たちだった。
<2112> 研究者らしく白衣を着た、青白く痩せた男や、体格がよく、拳銃の手入れに余念のない傭兵風の男など、様々な風体の男たちだった。

// <2113> ブレンダ
<2113> ブレンダ

// <2114> 「後は手はず通りに。ピックアップまで時間を稼げばいいわ。抵抗線は？」
<2114> 「後は手はず通りに。ピックアップまで時間を稼げばいいわ。抵抗線は？」

// <2115> 傭兵
<2115> 傭兵

// <2116> 「問題ない。期待通りの時間を稼げるだろう」
<2116> 「問題ない。期待通りの時間を稼げるだろう」

// <2117> 研究員
<2117> 研究員

// <2118> 「……ブレンダ。本当にうまく行くかな…」
<2118> 「……ブレンダ。本当にうまく行くかな…」

// <2119> ブレンダ
<2119> ブレンダ

// <2120> 「何を言ってるの。……私たちは、もう勝利しているのよ」
<2120> 「何を言ってるの。……私たちは、もう勝利しているのよ」

// <2121> 研究員
<2121> 研究員

// <2122> 「………………」
<2122> 「………………」

// <2123> 小さな電子音が二度鳴る。傭兵のリーダーの腰の通信機だった。
<2123> 小さな電子音が二度鳴る。傭兵のリーダーの腰の通信機だった。

// <2124> 研究員たちは、びくっと反応して振り返って凝視する…。
<2124> 研究員たちは、びくっと反応して振り返って凝視する…。

// <2125> 傭兵
<2125> 傭兵

// <2126> 「………うむ。了解した」
<2126> 「………うむ。了解した」

// <2127> 傭兵
<2127> 傭兵

// <2128> 「ミス・マクファーデン。お客人御一行の到着だ。歓迎を開始する」
<2128> 「ミス・マクファーデン。お客人御一行の到着だ。歓迎を開始する」

// <2129> ズズンと轟きが聞こえ、ぱらぱらと天井の無骨な鉄骨から埃が落ちてくるのを感じた…。
<2129> ズズンと轟きが聞こえ、ぱらぱらと天井の無骨な鉄骨から埃が落ちてくるのを感じた…。

// <2130> 傭兵たちの動きが慌しくなる。研究員たちは不安そうに、高い天井の薄暗闇を見上げる。
<2130> 傭兵たちの動きが慌しくなる。研究員たちは不安そうに、高い天井の薄暗闇を見上げる。

// <2131> ブレンダは、もう全てが終わっているかのような余裕だった。
<2131> ブレンダは、もう全てが終わっているかのような余裕だった。

// <2132> 達観の笑みを浮かべながら、……それを撫でる。
<2132> 達観の笑みを浮かべながら、……それを撫でる。

// <2133> 黒き棺桶。……冷凍睡眠装置だった。
<2133> 黒き棺桶。……冷凍睡眠装置だった。

// <2134> ブレンダ
<2134> ブレンダ

// <2135> 「ルチア。……私たちの最後の光」
<2135> 「ルチア。……私たちの最後の光」

// <2136> ブレンダ
<2136> ブレンダ

// <2137> 「……今こそ、あなたの世界へ旅立つ時よ……」
<2137> 「……今こそ、あなたの世界へ旅立つ時よ……」

// <2138> 
<2138> 

// <2139> 瑚太朗
<2139> 瑚太朗

// <2140> 「ちはやたちと来た時は結構空いてたのにな…。すげぇ客の数だ…！」
<2140> 「ちはやたちと来た時は結構空いてたのにな…。すげぇ客の数だ…！」

// <2141> 瑚太朗
<2141> 瑚太朗

// <2142> 「駅前もひでぇ混雑になってたな。まるで別の町みたいだぜ」
<2142> 「駅前もひでぇ混雑になってたな。まるで別の町みたいだぜ」

// <2143> ルチア
<2143> ルチア

// <2144> 「収穫祭になると、よく知ってるはずの町が、まるで変わってしまうのが面白いな」
<2144> 「収穫祭になると、よく知ってるはずの町が、まるで変わってしまうのが面白いな」

// <2145> 瑚太朗
<2145> 瑚太朗

// <2146> 「確かに。その不思議な違和感がこう、……わくわくさせるんだよなっ」
<2146> 「確かに。その不思議な違和感がこう、……わくわくさせるんだよなっ」

// <2147> 前夜祭はもはや、収穫祭の行事の一部だ。
<2147> 前夜祭はもはや、収穫祭の行事の一部だ。

// <2148> その意味においては、収穫祭は実は、本来の初日の前日から、もう始まっていると言ってもいいだろう。
<2148> その意味においては、収穫祭は実は、本来の初日の前日から、もう始まっていると言ってもいいだろう。

// <2149> ちはやと仲直りをさせるために連れて来たあのパフェ屋も、今日は大行列が出来ていた。
<2149> ちはやと仲直りをさせるために連れて来たあのパフェ屋も、今日は大行列が出来ていた。

// <2150> ようやく入店し、注文をしたが、今日はだいぶ待たされそうだ。
<2150> ようやく入店し、注文をしたが、今日はだいぶ待たされそうだ。

// <2151> ルチア
<2151> ルチア

// <2152> 「待たされるのも、楽しい。………瑚太朗と二人きりだし」
<2152> 「待たされるのも、楽しい。………瑚太朗と二人きりだし」

// <2153> 瑚太朗
<2153> 瑚太朗

// <2154> 「そうだな。ただこうしてお喋りが出来るだけで、本当に嬉しいぜ」
<2154> 「そうだな。ただこうしてお喋りが出来るだけで、本当に嬉しいぜ」

// <2155> 瑚太朗
<2155> 瑚太朗

// <2156> 「しかし、この店に来るのもずいぶん久しぶりだな」
<2156> 「しかし、この店に来るのもずいぶん久しぶりだな」

// <2157> ルチア
<2157> ルチア

// <2158> 「……ありがとう。あの時は私と鳳さんのために。今も感謝してる」
<2158> 「……ありがとう。あの時は私と鳳さんのために。今も感謝してる」

// <2159> 瑚太朗
<2159> 瑚太朗

// <2160> 「あの後、ちはやとはすれ違っちゃってる感じだろ。また、ああいう催しをしたいな」
<2160> 「あの後、ちはやとはすれ違っちゃってる感じだろ。また、ああいう催しをしたいな」

// <2161> ルチアが欠席している間。クラスで一番心配してくれたのはちはやだった。
<2161> ルチアが欠席している間。クラスで一番心配してくれたのはちはやだった。
