// <0000> 小鳥
<1897> 記憶にない傷が、全身にできていた。痛みも感じない。

// <1898> …実に危うい。
<1898> …実に危うい。

// <1899> 負傷を冷静に判断できないのは、戦士としては危険な状態だ。
<1899> 負傷を冷静に判断できないのは、戦士としては危険な状態だ。

// <1900> その時だった。
<1900> その時だった。

// <1901> 遠く霞む稜線が、赤と緑に輝きはじめた。
<1901> 遠く霞む稜線が、赤と緑に輝きはじめた。

// <1902> 瑚太朗
<1902> 瑚太朗

// <1903> 「…はじまってくれたか」
<1903> 「…はじまってくれたか」

// <1904> かりそめの世界を構成するものが、万能の力へと還元されていく。
<1904> かりそめの世界を構成するものが、万能の力へと還元されていく。

// <1905> 莫大な情報を宿した力は、世界に新たな希望を照らしだす。
<1905> 莫大な情報を宿した力は、世界に新たな希望を照らしだす。

// <1906> 幻想的な光景を背に、第四波の魔物が転移してくる。
<1906> 幻想的な光景を背に、第四波の魔物が転移してくる。

// <1907> 瑚太朗
<1907> 瑚太朗

// <1908> 「…ふん」
<1908> 「…ふん」

// <1909> 映像を拡大したかったが、ビジョンが消えていた。
<1909> 映像を拡大したかったが、ビジョンが消えていた。

// <1910> 精神を集中し、物見鳥との契約線を探る。
<1910> 精神を集中し、物見鳥との契約線を探る。

// <1911> …繋がらない。
<1911> …繋がらない。

// <1912> 瑚太朗
<1912> 瑚太朗

// <1913> 「ん？　朱音さん？　戦闘中か？」
<1913> 「ん？　朱音さん？　戦闘中か？」

// <1914> 朱音の携帯にかけてみる。繋がる。
<1914> 朱音の携帯にかけてみる。繋がる。

// <1915> 瑚太朗
<1915> 瑚太朗

// <1916> 「もしもし？」
<1916> 「もしもし？」

// <1917> 吉野
<1917> 吉野

// <1918> 『…すまねぇ…会長さん、やられちまった…』
<1918> 『…すまねぇ…会長さん、やられちまった…』

// <1919> 朱音のかわりに出た吉野が、苦しげにそう言った。
<1919> 朱音のかわりに出た吉野が、苦しげにそう言った。

// <1920> 瑚太朗
<1920> 瑚太朗

// <1921> 「そうか…」
<1921> 「そうか…」

// <1922> 吉野
<1922> 吉野

// <1923> 『護衛もオレを残して全滅した。潜伏場所を発見されちまって…』
<1923> 『護衛もオレを残して全滅した。潜伏場所を発見されちまって…』

// <1924> 吉野
<1924> 吉野

// <1925> 『奇襲を受けてよ…本当にすまねぇ…油断した』
<1925> 『奇襲を受けてよ…本当にすまねぇ…油断した』

// <1926> 瑚太朗
<1926> 瑚太朗

// <1927> 「わかった。気にするな」
<1927> 「わかった。気にするな」

// <1928> 吉野
<1928> 吉野

// <1929> 『貸しはチャラにしといてくれていい…オレはもう行く』
<1929> 『貸しはチャラにしといてくれていい…オレはもう行く』

// <1930> 吉野の呼吸には、明らかに水音が混じっていた。
<1930> 吉野の呼吸には、明らかに水音が混じっていた。

// <1931> 瑚太朗
<1931> 瑚太朗

// <1932> 「…そうか。寂しくなるな」
<1932> 「…そうか。寂しくなるな」

// <1933> 吉野
<1933> 吉野

// <1934> 『テメェと決着がつけられなかったことだけが、こんな身の上でも無念だぜ』
<1934> 『テメェと決着がつけられなかったことだけが、こんな身の上でも無念だぜ』

// <1935> 瑚太朗
<1935> 瑚太朗

// <1936> 「決着はついた。おまえの勝ちだ」
<1936> 「決着はついた。おまえの勝ちだ」

// <1937> 瑚太朗
<1937> 瑚太朗

// <1938> 「男ってのは、あとからついていった方が負けだからな」
<1938> 「男ってのは、あとからついていった方が負けだからな」

// <1939> 瑚太朗
<1939> 瑚太朗

// <1940> 「ただし今回の試合でだけだ。次は俺が勝つ」
<1940> 「ただし今回の試合でだけだ。次は俺が勝つ」

// <1941> 吉野
<1941> 吉野

// <1942> 『フッ、テメェに男を説かれるとはな…』
<1942> 『フッ、テメェに男を説かれるとはな…』

// <1943> 吉野
<1943> 吉野

// <1944> 『なあ、教えろよ。オレは…何かの役に立てたのか…？』
<1944> 『なあ、教えろよ。オレは…何かの役に立てたのか…？』

// <1945> 瑚太朗
<1945> 瑚太朗

// <1946> 「立ったさ」
<1946> 「立ったさ」

// <1947> 瑚太朗
<1947> 瑚太朗

// <1948> 「おまえが受け入れなかったからこそ、俺は孤独でいることができた」
<1948> 「おまえが受け入れなかったからこそ、俺は孤独でいることができた」

// <1949> 瑚太朗
<1949> 瑚太朗

// <1950> 「わかるか？　孤独でなくなったら、俺は人間関係に満足して、埋没してた」
<1950> 「わかるか？　孤独でなくなったら、俺は人間関係に満足して、埋没してた」

// <1951> 瑚太朗
<1951> 瑚太朗

// <1952> 「そこで立ち止まって、終わってたんだ」
<1952> 「そこで立ち止まって、終わってたんだ」

// <1953> 瑚太朗
<1953> 瑚太朗

// <1954> 「可能性を探る旅は、いつだって孤独なものなんだ」
<1954> 「可能性を探る旅は、いつだって孤独なものなんだ」

// <1955> 瑚太朗
<1955> 瑚太朗

// <1956> 「小さな関係の中にいれば、ささやかな幸せを得ることはできる。けどそうなったら、長い旅には出られないんだよ、吉野」
<1956> 「小さな関係の中にいれば、ささやかな幸せを得ることはできる。けどそうなったら、長い旅には出られないんだよ、吉野」

// <1957> 今の極限の中で、悟ったことだった。
<1957> 今の極限の中で、悟ったことだった。

// <1958> 瑚太朗
<1958> 瑚太朗

// <1959> 「適応してしまったら開拓者にはなれないんだ。人が選べるのは、どちらかひとつだけなんだ」
<1959> 「適応してしまったら開拓者にはなれないんだ。人が選べるのは、どちらかひとつだけなんだ」

// <1960> 吉野
<1960> 吉野

// <1961> 『複雑な話だが…なんとなくわかる気がするぜ…』
<1961> 『複雑な話だが…なんとなくわかる気がするぜ…』

// <1962> 瑚太朗
<1962> 瑚太朗

// <1963> 「だから俺たちは、永遠のライバルってことだよ、吉野」
<1963> 「だから俺たちは、永遠のライバルってことだよ、吉野」

// <1964> 吉野
<1964> 吉野

// <1965> 『永遠のライバルか…そりゃいいな…』
<1965> 『永遠のライバルか…そりゃいいな…』

// <1966> 吉野
<1966> 吉野

// <1967> 『サイコーに…マッハだぜ』
<1967> 『サイコーに…マッハだぜ』

// <1968> 吉野
<1968> 吉野

// <1969> 『………』
<1969> 『………』

// <1970> 瑚太朗
<1970> 瑚太朗

// <1971> 「…吉野？」
<1971> 「…吉野？」

// <1972> 吉野
<1972> 吉野

// <1973> 『悪ぃ。もう時間がねぇみてぇだ』
<1973> 『悪ぃ。もう時間がねぇみてぇだ』

// <1974> 濁った声だった。
<1974> 濁った声だった。

// <1975> 命が燃え尽きていく声だった。
<1975> 命が燃え尽きていく声だった。

// <1976> なのに吉野は、力いっぱい声を張り上げた。
<1976> なのに吉野は、力いっぱい声を張り上げた。

// <1977> 吉野
<1977> 吉野

// <1978> 『最期は派手にぶちかます。それがオレに吹く風だ！　観客なんざひとりもいねぇ、オレに似合いのラストギグだ！　…そうだろ、瑚太朗？』
<1978> 『最期は派手にぶちかます。それがオレに吹く風だ！　観客なんざひとりもいねぇ、オレに似合いのラストギグだ！　…そうだろ、瑚太朗？』

// <1979> 瑚太朗
<1979> 瑚太朗

// <1980> 「おう…その通りだ。頼むぞ晴彦…」
<1980> 「おう…その通りだ。頼むぞ晴彦…」

// <1981> 視界がぼやけた。
<1981> 視界がぼやけた。

// <1982> ああ、いやなもんだ。
<1982> ああ、いやなもんだ。

// <1983> 本当にこういうのはいやなもんだ。
<1983> 本当にこういうのはいやなもんだ。

// <1984> そういえば。
<1984> そういえば。

// <1985> 吉野にクラスメイトのことでキレられたことがあった。
<1985> 吉野にクラスメイトのことでキレられたことがあった。

// <1986> 当然だ。
<1986> 当然だ。

// <1987> みんなが助けてくれたことに感謝もしないで…
<1987> みんなが助けてくれたことに感謝もしないで…

// <1988> 俺は、本当に恩知らずだったんだ。
<1988> 俺は、本当に恩知らずだったんだ。

// <1989> もっと殴られたっていい。
<1989> もっと殴られたっていい。

// <1990> …あいつは、俺にそのことを教えてくれようとしてたんだ。
<1990> …あいつは、俺にそのことを教えてくれようとしてたんだ。

// <1991> サイコーに…マッハじゃねえかよ。
<1991> サイコーに…マッハじゃねえかよ。

// <1992> 晴彦
<1992> 晴彦

// <1993> 『
<1993> 『

// <1994> GOOD-BYE,My Brother! See you in the next Life!
<1994> GOOD-BYE,My Brother! See you in the next Life!

// <1995> 』
<1995> 』

// <1996> 晴彦
<1996> 晴彦

// <1997> 『イィィィィヤッハァァァッ！！』
<1997> 『イィィィィヤッハァァァッ！！』

// <1998> じゃあな兄弟、来世で会おう。
<1998> じゃあな兄弟、来世で会おう。

// <1999> そう叫んで、吉野晴彦は通話を断った。
<1999> そう叫んで、吉野晴彦は通話を断った。

// <2000> 瑚太朗
<2000> 瑚太朗

// <2001> 「………っ」
<2001> 「………っ」

// <2002> 俺は一度だけ、嗚咽を漏らした。
<2002> 俺は一度だけ、嗚咽を漏らした。

// <2003> 消耗が激しい。
<2003> 消耗が激しい。

// <2004> 瑚太朗
<2004> 瑚太朗

// <2005> （…襲撃の手が弱まってる）
<2005> （…襲撃の手が弱まってる）

// <2006> ここを襲う魔物が途切れていた。
<2006> ここを襲う魔物が途切れていた。

// <2007> 戦況を立て直すタイミングだ。
<2007> 戦況を立て直すタイミングだ。

// <2008> ■友達■　ID:
<2008> ■友達■　ID:

// <2009> 　NO:
<2009> 　NO:

// <2010> 【援軍】
<2010> 【援軍】

// <2011> すぐにちはやと静流を呼び寄せた。
<2011> すぐにちはやと静流を呼び寄せた。

// <2012> たいしたもので静流は余力を残していたが、ちはやは血まみれになっていた。
<2012> たいしたもので静流は余力を残していたが、ちはやは血まみれになっていた。

// <2013> 瑚太朗
<2013> 瑚太朗

// <2014> 「いるか、活力？　少しならわけてやれる」
<2014> 「いるか、活力？　少しならわけてやれる」

// <2015> ちはや
<2015> ちはや

// <2016> 「…いりません。こっちを長持ちさせるより、瑚太朗が使った方が強いです」
<2016> 「…いりません。こっちを長持ちさせるより、瑚太朗が使った方が強いです」
